,img_path,img_type
103,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
104,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
105,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
106,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
107,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
108,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
109,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
110,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
111,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
112,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
113,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
114,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
115,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
116,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
117,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
118,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
119,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
120,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
121,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
122,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
123,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
124,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
125,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
126,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
127,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
128,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
129,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
130,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
131,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
132,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
133,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
134,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
135,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
136,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
137,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
138,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
139,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
140,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
141,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
142,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
143,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
144,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
145,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
146,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
147,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
148,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
149,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
150,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
151,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
152,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
153,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
154,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
155,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
156,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
157,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
158,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
159,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
160,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
161,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
162,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
163,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
164,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
165,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
166,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
167,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
168,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
169,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
170,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
171,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
172,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
173,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
174,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
175,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
176,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
177,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
178,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
179,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
180,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
181,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
182,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
183,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
184,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
185,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
186,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
187,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
188,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
189,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
190,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
191,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
192,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
193,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
194,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
195,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
196,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
197,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
198,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
199,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
200,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
201,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
202,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
203,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
204,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
205,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
206,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
207,data/fpt/highlights_sample/tv_small___02_03_2017___nhacuoi10-11-2016_15g20-4002-03-2017_17g11-01.jpg,tv_small
