,img_path,label
176,data/scence_recognition/scence_recognition_full/image/mountain_n199031.jpg,mountain
177,data/scence_recognition/scence_recognition_full/image/coast_natu795.jpg,coast
178,data/scence_recognition/scence_recognition_full/image/forest_natc52.jpg,forest
179,data/scence_recognition/scence_recognition_full/image/opencountry_n371070.jpg,opencountry
180,data/scence_recognition/scence_recognition_full/image/highway_urb784.jpg,highway
181,data/scence_recognition/scence_recognition_full/image/opencountry_land271.jpg,opencountry
182,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1310.jpg,tallbuilding
183,data/scence_recognition/scence_recognition_full/image/mountain_sharp27.jpg,mountain
184,data/scence_recognition/scence_recognition_full/image/insidecity_gre197.jpg,insidecity
185,data/scence_recognition/scence_recognition_full/image/highway_bost304.jpg,highway
186,data/scence_recognition/scence_recognition_full/image/insidecity_urb123.jpg,insidecity
187,data/scence_recognition/scence_recognition_full/image/street_bost77.jpg,street
188,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1619.jpg,tallbuilding
189,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1617.jpg,tallbuilding
190,data/scence_recognition/scence_recognition_full/image/opencountry_tell59.jpg,opencountry
191,data/scence_recognition/scence_recognition_full/image/forest_natu402.jpg,forest
192,data/scence_recognition/scence_recognition_full/image/mountain_land763.jpg,mountain
193,data/scence_recognition/scence_recognition_full/image/coast_land386.jpg,coast
194,data/scence_recognition/scence_recognition_full/image/tallbuilding_urb391.jpg,tallbuilding
195,data/scence_recognition/scence_recognition_full/image/highway_bost312.jpg,highway
196,data/scence_recognition/scence_recognition_full/image/street_urb104.jpg,street
197,data/scence_recognition/scence_recognition_full/image/highway_art336.jpg,highway
198,data/scence_recognition/scence_recognition_full/image/insidecity_art1044.jpg,insidecity
199,data/scence_recognition/scence_recognition_full/image/highway_bost296.jpg,highway
200,data/scence_recognition/scence_recognition_full/image/mountain_n344082.jpg,mountain
201,data/scence_recognition/scence_recognition_full/image/tallbuilding_art473.jpg,tallbuilding
202,data/scence_recognition/scence_recognition_full/image/mountain_land281.jpg,mountain
203,data/scence_recognition/scence_recognition_full/image/mountain_nat117.jpg,mountain
204,data/scence_recognition/scence_recognition_full/image/opencountry_land588.jpg,opencountry
205,data/scence_recognition/scence_recognition_full/image/tallbuilding_art309.jpg,tallbuilding
206,data/scence_recognition/scence_recognition_full/image/mountain_cdmc181.jpg,mountain
207,data/scence_recognition/scence_recognition_full/image/street_par68.jpg,street
208,data/scence_recognition/scence_recognition_full/image/coast_sun33.jpg,coast
209,data/scence_recognition/scence_recognition_full/image/tallbuilding_sky1.jpg,tallbuilding
210,data/scence_recognition/scence_recognition_full/image/highway_gre491.jpg,highway
211,data/scence_recognition/scence_recognition_full/image/opencountry_land295.jpg,opencountry
212,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1316.jpg,tallbuilding
213,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1556.jpg,tallbuilding
214,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1346.jpg,tallbuilding
215,data/scence_recognition/scence_recognition_full/image/insidecity_art649.jpg,insidecity
216,data/scence_recognition/scence_recognition_full/image/mountain_n347077.jpg,mountain
217,data/scence_recognition/scence_recognition_full/image/mountain_nat67.jpg,mountain
218,data/scence_recognition/scence_recognition_full/image/opencountry_land891.jpg,opencountry
219,data/scence_recognition/scence_recognition_full/image/tallbuilding_city24.jpg,tallbuilding
220,data/scence_recognition/scence_recognition_full/image/opencountry_n291050.jpg,opencountry
221,data/scence_recognition/scence_recognition_full/image/opencountry_nat822.jpg,opencountry
222,data/scence_recognition/scence_recognition_full/image/opencountry_natu574.jpg,opencountry
223,data/scence_recognition/scence_recognition_full/image/insidecity_art654.jpg,insidecity
224,data/scence_recognition/scence_recognition_full/image/mountain_sharp20.jpg,mountain
225,data/scence_recognition/scence_recognition_full/image/street_urban996.jpg,street
226,data/scence_recognition/scence_recognition_full/image/forest_natu31.jpg,forest
227,data/scence_recognition/scence_recognition_full/image/forest_for157.jpg,forest
228,data/scence_recognition/scence_recognition_full/image/insidecity_a248045.jpg,insidecity
229,data/scence_recognition/scence_recognition_full/image/highway_bost310.jpg,highway
230,data/scence_recognition/scence_recognition_full/image/opencountry_nat615.jpg,opencountry
231,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban979.jpg,tallbuilding
232,data/scence_recognition/scence_recognition_full/image/opencountry_open30.jpg,opencountry
233,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban1150.jpg,tallbuilding
234,data/scence_recognition/scence_recognition_full/image/coast_cdmc927.jpg,coast
235,data/scence_recognition/scence_recognition_full/image/street_urb228.jpg,street
236,data/scence_recognition/scence_recognition_full/image/insidecity_art735.jpg,insidecity
237,data/scence_recognition/scence_recognition_full/image/coast_natu820.jpg,coast
238,data/scence_recognition/scence_recognition_full/image/street_par1.jpg,street
239,data/scence_recognition/scence_recognition_full/image/tallbuilding_a808015.jpg,tallbuilding
240,data/scence_recognition/scence_recognition_full/image/forest_land861.jpg,forest
241,data/scence_recognition/scence_recognition_full/image/mountain_land465.jpg,mountain
242,data/scence_recognition/scence_recognition_full/image/highway_gre650.jpg,highway
243,data/scence_recognition/scence_recognition_full/image/mountain_nat481.jpg,mountain
244,data/scence_recognition/scence_recognition_full/image/coast_natu702.jpg,coast
245,data/scence_recognition/scence_recognition_full/image/tallbuilding_a538076.jpg,tallbuilding
246,data/scence_recognition/scence_recognition_full/image/coast_n238045.jpg,coast
247,data/scence_recognition/scence_recognition_full/image/insidecity_par40.jpg,insidecity
248,data/scence_recognition/scence_recognition_full/image/mountain_nat783.jpg,mountain
249,data/scence_recognition/scence_recognition_full/image/forest_for27.jpg,forest
250,data/scence_recognition/scence_recognition_full/image/coast_cdmc889.jpg,coast
251,data/scence_recognition/scence_recognition_full/image/insidecity_gre304.jpg,insidecity
252,data/scence_recognition/scence_recognition_full/image/opencountry_natu841.jpg,opencountry
253,data/scence_recognition/scence_recognition_full/image/insidecity_a212052.jpg,insidecity
254,data/scence_recognition/scence_recognition_full/image/coast_cdmc991.jpg,coast
255,data/scence_recognition/scence_recognition_full/image/forest_natu860.jpg,forest
256,data/scence_recognition/scence_recognition_full/image/street_boston378.jpg,street
257,data/scence_recognition/scence_recognition_full/image/opencountry_n251011.jpg,opencountry
258,data/scence_recognition/scence_recognition_full/image/street_par203.jpg,street
259,data/scence_recognition/scence_recognition_full/image/insidecity_gre641.jpg,insidecity
260,data/scence_recognition/scence_recognition_full/image/opencountry_fie10.jpg,opencountry
261,data/scence_recognition/scence_recognition_full/image/opencountry_land206.jpg,opencountry
262,data/scence_recognition/scence_recognition_full/image/mountain_n480098.jpg,mountain
263,data/scence_recognition/scence_recognition_full/image/street_hexp17.jpg,street
264,data/scence_recognition/scence_recognition_full/image/insidecity_a463036.jpg,insidecity
265,data/scence_recognition/scence_recognition_full/image/coast_bea39.jpg,coast
266,data/scence_recognition/scence_recognition_full/image/opencountry_natu921.jpg,opencountry
267,data/scence_recognition/scence_recognition_full/image/mountain_sharp68.jpg,mountain
268,data/scence_recognition/scence_recognition_full/image/coast_natu131.jpg,coast
269,data/scence_recognition/scence_recognition_full/image/street_art511.jpg,street
270,data/scence_recognition/scence_recognition_full/image/forest_land64.jpg,forest
271,data/scence_recognition/scence_recognition_full/image/insidecity_hous106.jpg,insidecity
272,data/scence_recognition/scence_recognition_full/image/coast_natu473.jpg,coast
273,data/scence_recognition/scence_recognition_full/image/highway_bost161.jpg,highway
274,data/scence_recognition/scence_recognition_full/image/mountain_nat752.jpg,mountain
275,data/scence_recognition/scence_recognition_full/image/tallbuilding_archi296.jpg,tallbuilding
276,data/scence_recognition/scence_recognition_full/image/opencountry_natu583.jpg,opencountry
277,data/scence_recognition/scence_recognition_full/image/forest_cdmc547.jpg,forest
278,data/scence_recognition/scence_recognition_full/image/opencountry_cdmc935.jpg,opencountry
279,data/scence_recognition/scence_recognition_full/image/insidecity_urb323.jpg,insidecity
280,data/scence_recognition/scence_recognition_full/image/insidecity_urb376.jpg,insidecity
281,data/scence_recognition/scence_recognition_full/image/tallbuilding_art936.jpg,tallbuilding
282,data/scence_recognition/scence_recognition_full/image/highway_gre462.jpg,highway
283,data/scence_recognition/scence_recognition_full/image/street_art379.jpg,street
284,data/scence_recognition/scence_recognition_full/image/street_boston408.jpg,street
285,data/scence_recognition/scence_recognition_full/image/highway_gre493.jpg,highway
286,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban1009.jpg,tallbuilding
287,data/scence_recognition/scence_recognition_full/image/opencountry_land903.jpg,opencountry
288,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1028.jpg,tallbuilding
289,data/scence_recognition/scence_recognition_full/image/street_urb661.jpg,street
290,data/scence_recognition/scence_recognition_full/image/opencountry_land618.jpg,opencountry
291,data/scence_recognition/scence_recognition_full/image/insidecity_art673.jpg,insidecity
292,data/scence_recognition/scence_recognition_full/image/forest_land245.jpg,forest
293,data/scence_recognition/scence_recognition_full/image/insidecity_art681.jpg,insidecity
294,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1748.jpg,tallbuilding
295,data/scence_recognition/scence_recognition_full/image/insidecity_urb723.jpg,insidecity
296,data/scence_recognition/scence_recognition_full/image/highway_bost182.jpg,highway
297,data/scence_recognition/scence_recognition_full/image/opencountry_land298.jpg,opencountry
298,data/scence_recognition/scence_recognition_full/image/street_urb304.jpg,street
299,data/scence_recognition/scence_recognition_full/image/coast_natu826.jpg,coast
300,data/scence_recognition/scence_recognition_full/image/tallbuilding_art232.jpg,tallbuilding
301,data/scence_recognition/scence_recognition_full/image/opencountry_nat718.jpg,opencountry
302,data/scence_recognition/scence_recognition_full/image/insidecity_a140032.jpg,insidecity
303,data/scence_recognition/scence_recognition_full/image/forest_text11.jpg,forest
304,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1546.jpg,tallbuilding
305,data/scence_recognition/scence_recognition_full/image/opencountry_moun39.jpg,opencountry
306,data/scence_recognition/scence_recognition_full/image/tallbuilding_a487041.jpg,tallbuilding
307,data/scence_recognition/scence_recognition_full/image/forest_land314.jpg,forest
308,data/scence_recognition/scence_recognition_full/image/coast_sun56.jpg,coast
309,data/scence_recognition/scence_recognition_full/image/forest_nat324.jpg,forest
310,data/scence_recognition/scence_recognition_full/image/tallbuilding_a487056.jpg,tallbuilding
311,data/scence_recognition/scence_recognition_full/image/insidecity_hous22.jpg,insidecity
312,data/scence_recognition/scence_recognition_full/image/insidecity_art626.jpg,insidecity
313,data/scence_recognition/scence_recognition_full/image/street_art880.jpg,street
314,data/scence_recognition/scence_recognition_full/image/opencountry_nat678.jpg,opencountry
315,data/scence_recognition/scence_recognition_full/image/opencountry_urb969.jpg,opencountry
316,data/scence_recognition/scence_recognition_full/image/coast_bea33.jpg,coast
317,data/scence_recognition/scence_recognition_full/image/mountain_n344076.jpg,mountain
318,data/scence_recognition/scence_recognition_full/image/mountain_sharp61.jpg,mountain
319,data/scence_recognition/scence_recognition_full/image/opencountry_land616.jpg,opencountry
320,data/scence_recognition/scence_recognition_full/image/coast_sun4.jpg,coast
321,data/scence_recognition/scence_recognition_full/image/street_art764.jpg,street
322,data/scence_recognition/scence_recognition_full/image/forest_nat373.jpg,forest
323,data/scence_recognition/scence_recognition_full/image/opencountry_natu540.jpg,opencountry
324,data/scence_recognition/scence_recognition_full/image/mountain_land6.jpg,mountain
325,data/scence_recognition/scence_recognition_full/image/coast_n243030.jpg,coast
326,data/scence_recognition/scence_recognition_full/image/coast_nat639.jpg,coast
327,data/scence_recognition/scence_recognition_full/image/opencountry_natu596.jpg,opencountry
328,data/scence_recognition/scence_recognition_full/image/coast_cdmc871.jpg,coast
329,data/scence_recognition/scence_recognition_full/image/forest_natu26.jpg,forest
330,data/scence_recognition/scence_recognition_full/image/street_gre295.jpg,street
331,data/scence_recognition/scence_recognition_full/image/tallbuilding_a212026.jpg,tallbuilding
332,data/scence_recognition/scence_recognition_full/image/coast_n384013.jpg,coast
333,data/scence_recognition/scence_recognition_full/image/street_par16.jpg,street
334,data/scence_recognition/scence_recognition_full/image/opencountry_nat733.jpg,opencountry
335,data/scence_recognition/scence_recognition_full/image/mountain_natu699.jpg,mountain
336,data/scence_recognition/scence_recognition_full/image/mountain_n860034.jpg,mountain
337,data/scence_recognition/scence_recognition_full/image/opencountry_nat609.jpg,opencountry
338,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban846.jpg,tallbuilding
339,data/scence_recognition/scence_recognition_full/image/coast_land954.jpg,coast
340,data/scence_recognition/scence_recognition_full/image/insidecity_a855084.jpg,insidecity
341,data/scence_recognition/scence_recognition_full/image/street_urb848.jpg,street
342,data/scence_recognition/scence_recognition_full/image/insidecity_gre19.jpg,insidecity
343,data/scence_recognition/scence_recognition_full/image/street_art766.jpg,street
344,data/scence_recognition/scence_recognition_full/image/opencountry_nat965.jpg,opencountry
345,data/scence_recognition/scence_recognition_full/image/coast_natu908.jpg,coast
346,data/scence_recognition/scence_recognition_full/image/insidecity_art1185.jpg,insidecity
347,data/scence_recognition/scence_recognition_full/image/mountain_nat92.jpg,mountain
348,data/scence_recognition/scence_recognition_full/image/opencountry_nat8.jpg,opencountry
349,data/scence_recognition/scence_recognition_full/image/highway_gre400.jpg,highway
350,data/scence_recognition/scence_recognition_full/image/opencountry_land87.jpg,opencountry
351,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban744.jpg,tallbuilding
352,data/scence_recognition/scence_recognition_full/image/coast_cdmc924.jpg,coast
353,data/scence_recognition/scence_recognition_full/image/forest_cdmc351.jpg,forest
354,data/scence_recognition/scence_recognition_full/image/opencountry_land431.jpg,opencountry
355,data/scence_recognition/scence_recognition_full/image/forest_natu29.jpg,forest
356,data/scence_recognition/scence_recognition_full/image/forest_nat715.jpg,forest
357,data/scence_recognition/scence_recognition_full/image/opencountry_land605.jpg,opencountry
358,data/scence_recognition/scence_recognition_full/image/coast_natu818.jpg,coast
359,data/scence_recognition/scence_recognition_full/image/tallbuilding_art306.jpg,tallbuilding
360,data/scence_recognition/scence_recognition_full/image/insidecity_a385075.jpg,insidecity
361,data/scence_recognition/scence_recognition_full/image/opencountry_fie12.jpg,opencountry
362,data/scence_recognition/scence_recognition_full/image/insidecity_urb474.jpg,insidecity
363,data/scence_recognition/scence_recognition_full/image/highway_urb754.jpg,highway
364,data/scence_recognition/scence_recognition_full/image/coast_nat1074.jpg,coast
365,data/scence_recognition/scence_recognition_full/image/coast_n384030.jpg,coast
366,data/scence_recognition/scence_recognition_full/image/mountain_n295082.jpg,mountain
